date,mean_corr,curv,eta,entropy,dominance,h1_count,v_raw,Oh,Xi,phi,DEF,regime,phi_c,Oh_pre,Xi_c,sps
2004-12-21,0.45476791619795937,3.0,0.3278688524590164,5.341992402552178e-10,0.9999999994648008,1,2.859030157886083e-19,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-22,0.4538732514047907,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.8423087544881317,0.0,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-23,0.45423079746823536,3.0,0.3278688524590164,1.611279998183363e-10,0.999999999837872,1,2.6123356762965182e-20,0.8423087544881317,0.5,1e-06,0.6808661729415678,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-27,0.45007396674944083,3.0,0.3278688524590164,5.584669392034018e-10,0.9999999994405331,1,3.124437768555708e-19,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-28,0.4393896982304317,3.0,0.3278688524590164,2.0925039478685247e-11,0.999999999978075,1,4.587818537703735e-22,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-29,0.4391204781149097,3.0,0.3278688524590164,3.284816862901216e-11,0.9999999999661519,1,1.1118496242698385e-21,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-30,0.4322140825746297,3.0,0.3278688524590164,4.731248726014188e-11,0.9999999999516875,1,2.2857828914228208e-21,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2004-12-31,0.4016050907686742,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.8423087544881317,0.0,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2005-01-03,0.39112853357392047,2.0,0.48780487804878053,1.4922020274930662e-09,0.999999998506798,1,2.22815906153538e-18,0.5661419497384907,0.5,1e-06,0.7226449239319699,Utsuroi,1e-06,0.9207401270369098,2.0,0
2005-01-04,0.45079773446580546,3.0,0.3278688524590164,1.7579404597114928e-10,0.999999999823206,1,3.107933675875824e-20,0.8423087544881317,0.5,1e-06,0.07552869980368371,Katashi,1e-06,0.9207401270369098,2.0,0
2005-01-05,0.4269394742255261,3.0,0.3278688524590164,4.9328097161249444e-11,0.9999999999496719,1,2.482588175551003e-21,0.8423087544881317,0.5,1e-06,1.0,Katashi,1e-06,0.9207401270369098,2.0,0
2005-01-06,0.42462940368747204,2.0,0.48780487804878053,1.5232182181070096e-10,0.9999999998466782,1,2.3354255853711205e-20,0.5661419497384907,0.5,1e-06,0.1511281419935363,Utsuroi,1e-06,0.9207401270369098,2.0,0
2005-01-07,0.40993399777142003,3.0,0.3278688524590164,0.0,0.0,0,0.0,0.8423087544881317,0.0,1e-06,0.3178232330226517,Katashi,1e-06,0.9207401270369098,2.0,0
2005-01-10,0.43297185190788867,3.0,0.3278688524590164,9.117151477797055e-11,0.9999999999078285,1,8.403414605204174e-21,0.8423087544881317,0.5,1e-06,0.6808661729415678,Katashi,1e-06,0.9207401270369098,2.0,0
